Bulan;Vendor;Type;Total Biaya;Keterangan;Nopol;Tahun;Vendor_TextMining;Vendor_Clean
Maret;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;5988551;RUSAK SEDANG;L 8836 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Maret;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PU LC TBR 54;3984245;RUSAK SEDANG;L 8978 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;FORTUNER;2309414;RUSAK RINGAN;L 1011 ZZH;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV4;1572415;RUSAK RINGAN;L 1012 ZZH;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;4923968;RUSAK SEDANG;L 1559 QP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR541;16174598;RUSAK BERAT;L 1570 FP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;4117708;RUSAK SEDANG;L 8858 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;7771666;RUSAK SEDANG;L 9367 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR541;7854333;RUSAK SEDANG;L 1043 BP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;5854812;RUSAK SEDANG;L 8905 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;7221779;RUSAK SEDANG;L 1031 BP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;2801268;RUSAK RINGAN;L 9370 ap;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;8507294;RUSAK SEDANG;L 1658 FP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;5667449;RUSAK SEDANG;L 9345 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;11959250;RUSAK BERAT;L 8841 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LM;10833115;RUSAK BERAT;L 1915 BP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LV;8650799;RUSAK BERAT;L 1320 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;3370060;RUSAK RINGAN;L 8847 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;2456177;RUSAK RINGAN;L 9364 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54;7784812;RUSAK SEDANG;L 8902 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54;8030686;RUSAK SEDANG;L 9896 NP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER LM FF VIN;6657558;RUSAK SEDANG;L 1357 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG WARU;IMV;18138173;RUSAK BERAT;L 1702 FP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR541;10829833;RUSAK BERAT;L 1383 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LV;12223205;RUSAK BERAT;L 1348 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LM AMBULANCE;14151251;RUSAK BERAT;L 9805 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LM AMBULANCE;10499276;RUSAK SEDANG;L 1362 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;2043045;RUSAK SEDANG;L 9901 NP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Mei;CV. ASRI;IMV;790147;RUSAK RINGAN;L 31 AP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Mei;CV. ASRI;IMV;790147;RUSAK RINGAN;L 32 AP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Mei;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG WARU;PANTHER PICK UP LC TBR54;7130000;RUSAK SEDANG;L 9341 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
Mei;UD. JAYA AC;KIJANG INNOVA 2.0 G AT;4100000;RUSAK SEDANG;L 1866 FP;2024;UD. JAYA AC;UD. JAYA AC
Mei;UD. JAYA AC;TBR54F TURBO LV;2720000;RUSAK RINGAN;L 1349 CP;2024;UD. JAYA AC;UD. JAYA AC
Mei;UD. JAYA AC;TBR54F TURBO LM AMBULANCE;3585000;RUSAK RINGAN;L 9805 CP;2024;UD. JAYA AC;UD. JAYA AC
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER LM FF VIN;8823531;RUSAK BERAT;L 1907 BP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LV;15730250;RUSAK BERAT;L 1350 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;BUS;11150400;RUSAK BERAT;L 7806 NP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;10591689;RUSAK BERAT;L 9349 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;KIJANG INNOVA 2.0 G AT;4909409;RUSAK SEDANG;L 1760 PP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;5442732;RUSAK SEDANG;L 1829 EP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;6201190;RUSAK SEDANG;L 32 AP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;5716420;RUSAK SEDANG;L 34 AP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;4226420;RUSAK SEDANG;L 36 AP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;5259113;RUSAK SEDANG;L 1047 ZZH;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;4462759;RUSAK SEDANG;L 1036 ZZH;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;4969567;RUSAK SEDANG;L 9362 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;6509986;RUSAK SEDANG;L 8980 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR541;7692974;RUSAK SEDANG;L 1995 EP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO;9848438;RUSAK BERAT;L 9255 NP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;10521995;RUSAK BERAT;L 9354 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;10439039;RUSAK BERAT;L 9365 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT.  UNITED MOTORS CENTRE;GC415;1036968;RUSAK RINGAN;L 1152 CP;2024;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Juni;PT.  UNITED MOTORS CENTRE;GC415;2675792;RUSAK RINGAN;L 1150 CP;2024;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Juni;PT.  UNITED MOTORS CENTRE;GC415;398501;RUSAK RINGAN;L 1151 CP;2024;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Juni;PT.  UNITED MOTORS CENTRE;APV GC415V;7336899;RUSAK SEDANG;L 1309 BP;2024;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Juni;PT.  UNITED MOTORS CENTRE;GC415V APV;10321785;RUSAK BERAT;L 1905 BP;2024;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;KIJANG INNOVA 2.0 G AT;6945470;RUSAK SEDANG;L 1907 FP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;IMV;4552651;RUSAK SEDANG;L 0009 AP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;2184751;RUSAK RINGAN;L 1658 FP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;2135345;RUSAK RINGAN;L 9353 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;PANTHER PICK UP LC TBR54;2618771;RUSAK RINGAN;L 9345 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 F TURBO LV;3076345;RUSAK RINGAN;L 1351 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR 54 PICKUP TURBO;6412578;RUSAK SEDANG;L 9340 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO PICK UP;10225658;RUSAK BERAT;L 8867 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO PICK UP;18102165;RUSAK BERAT;L 8883 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LV;9451518;RUSAK BERAT;L 1350 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juni;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;17936955;RUSAK BERAT;L 1779 GP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;HIACE;5629401;TUNE UP;L 1571 FP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;HIACE;6035651;RUSAK SEDANG;L 1594 FP;2024;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR541;6589426;RUSAK SEDANG;L 1825 FP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;7129736;RUSAK SEDANG;L 9343 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;6458081;RUSAK SEDANG;L 1984 EP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR541;8456060;RUSAK SEDANG;L 1817 FP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54;8434596;RUSAK SEDANG;L 9352 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TRAVELLO;4503149;RUSAK SEDANG;L 1990 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP FLAT DECK;6947408;RUSAK SEDANG;L 9046 BP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 F TURBO LV;8190002;RUSAK SEDANG;L 1352 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR541;6060000;RUSAK SEDANG;L 1383 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54;7910000;RUSAK SEDANG;L 8819 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LM AMBULANCE;8740000;RUSAK BERAT;L 9806 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO PICK UP;9240000;RUSAK BERAT;L 8863 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;8916398;RUSAK BERAT;L 8845 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;9382215;RUSAK BERAT;L 9368 AP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR541 LV25;8676174;RUSAK BERAT;L 1633 DP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;10745860;RUSAK BERAT;L 9156 BP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LV;9082303;RUSAK BERAT;L 1349 CP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Juli;CV. ASRI;KIJANG INNOVA 2.0 G AT;2174704;RUSAK RINGAN;L 0028 AP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Juli;CV. ASRI;KIJANG INNOVA 2.0 G AT;1650213;RUSAK RINGAN;L 0016 AP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Juli;CV. ASRI;KIJANG INNOVA 2.0 G AT;1677143;RUSAK RINGAN;L 0022 AP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Juli;CV. ASRI;OTHER I;3551409;RUSAK RINGAN;L 1553 FP;2024;CV. ASRI;CV. ASRI (TOYOTA)
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO PICK UP;13565212;RUSAK BERAT;L 8857 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54F TURBO LV;16214382;RUSAK BERAT;L 1634 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;TBR54 TURBO PICK UP;11982317;RUSAK BERAT;L 8842 CP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;NSERIES77;4392637;RUSAK SEDANG;L 9127 AP;2024;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG WARU;TBR54 TURBO LM;7199775;RUSAK SEDANG;L 1992 EP;2024;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
